,Total_suma,Număr_produse,procent_TVA,metoda_plata,Oră_emitere,Comerciant_id,eticheta,motiv_frauda
405,385.47,9,9,transfer,16:05:50,C0018,non-fraudulent,
406,311.55,8,9,numerar,17:55:39,C0186,fraudulent,numerar_prea_mare
407,150.97,6,9,tichete,15:12:25,C0085,non-fraudulent,
408,124.73,4,19,card,22:30:09,C0093,non-fraudulent,
409,208.55,5,19,card,11:49:55,C0195,non-fraudulent,
410,123.74,3,19,card,04:17:42,C0032,fraudulent,emitere_noaptea
411,133.04,4,19,card,05:02:24,C0059,non-fraudulent,
412,37.85,6,9,transfer,00:44:35,C0181,fraudulent,emitere_noaptea
413,284.84,9,19,tichete,16:52:38,C0061,non-fraudulent,
414,201.93,5,19,transfer,00:52:34,C0019,fraudulent,emitere_noaptea
415,178.93,5,19,numerar,16:44:23,C0117,non-fraudulent,
416,35.98,2,9,numerar,01:32:43,C0183,fraudulent,emitere_noaptea
417,269.88,7,9,transfer,05:07:55,C0083,non-fraudulent,
418,78.43,5,19,card,19:16:17,C0112,non-fraudulent,
419,61.01,9,19,tichete,08:21:06,C0019,non-fraudulent,
420,218.4,5,9,tichete,19:11:26,C0002,non-fraudulent,
421,110.55,10,9,card,01:28:48,C0119,fraudulent,emitere_noaptea
422,60.18,4,9,numerar,13:34:03,C0187,non-fraudulent,
423,27.46,5,9,numerar,13:28:14,C0032,non-fraudulent,
424,107.71,5,19,numerar,05:37:57,C0034,non-fraudulent,
425,82.63,2,19,tichete,00:28:45,C0121,fraudulent,emitere_noaptea
426,123.1,5,19,numerar,17:57:17,C0130,non-fraudulent,
427,174.86,4,9,card,11:22:48,C0019,non-fraudulent,
428,54.18,3,9,numerar,12:11:48,C0002,non-fraudulent,
429,281.4,7,9,card,20:53:45,C0186,non-fraudulent,
430,213.56,5,9,transfer,18:20:17,C0058,non-fraudulent,
431,36.0,5,19,tichete,06:52:14,C0032,non-fraudulent,
432,118.67,4,9,tichete,11:06:07,C0001,non-fraudulent,
433,76.49,2,9,tichete,22:20:39,C0153,non-fraudulent,
434,182.49,4,9,card,05:33:41,C0080,non-fraudulent,
435,144.17,5,19,transfer,03:49:25,C0038,fraudulent,emitere_noaptea
436,324.21,7,9,card,14:15:27,C0196,non-fraudulent,
437,308.27,10,19,transfer,18:18:21,C0079,non-fraudulent,
438,54.89,10,9,card,13:25:43,C0188,non-fraudulent,
439,111.07,10,9,transfer,01:48:13,C0176,fraudulent,emitere_noaptea
440,155.32,6,9,numerar,10:26:19,C0022,non-fraudulent,
441,92.93,4,19,numerar,20:53:11,C0168,non-fraudulent,
442,269.27,7,19,numerar,19:45:20,C0128,non-fraudulent,
443,342.97,7,19,numerar,14:57:43,C0154,fraudulent,numerar_prea_mare;comerciant_risc
444,139.56,8,19,tichete,06:36:45,C0080,non-fraudulent,
445,34.1,6,9,tichete,04:44:49,C0137,fraudulent,emitere_noaptea
446,80.9,7,9,numerar,16:24:43,C0030,non-fraudulent,
447,31.61,2,19,transfer,21:52:45,C0161,non-fraudulent,
448,449.1,9,19,card,04:10:45,C0084,fraudulent,emitere_noaptea
449,277.22,6,9,numerar,14:07:13,C0094,non-fraudulent,
450,65.09,8,9,numerar,09:31:23,C0046,non-fraudulent,
451,107.66,4,19,card,05:44:09,C0144,non-fraudulent,
452,72.69,6,9,tichete,09:34:23,C0044,non-fraudulent,
453,22.57,2,19,transfer,23:04:59,C0046,non-fraudulent,
454,24.44,3,19,tichete,22:45:59,C0094,non-fraudulent,
455,123.46,11,19,tichete,01:35:26,C0021,fraudulent,emitere_noaptea
456,81.76,5,19,tichete,17:21:22,C0006,fraudulent,comerciant_risc
457,142.84,3,9,card,03:53:52,C0062,fraudulent,emitere_noaptea
458,314.42,7,19,tichete,10:43:46,C0169,non-fraudulent,
459,87.88,6,9,tichete,23:06:42,C0094,non-fraudulent,
460,56.14,3,9,card,03:42:46,C0105,fraudulent,emitere_noaptea
461,131.23,7,9,numerar,12:56:42,C0119,non-fraudulent,
462,53.84,6,19,tichete,04:20:59,C0171,fraudulent,emitere_noaptea
463,155.7,5,9,card,02:14:23,C0166,fraudulent,emitere_noaptea
464,100.29,4,9,card,12:55:38,C0101,non-fraudulent,
465,67.3,6,9,tichete,06:42:03,C0160,non-fraudulent,
466,121.59,10,9,transfer,18:04:56,C0025,non-fraudulent,
467,24.62,2,19,numerar,21:28:37,C0140,non-fraudulent,
468,224.73,5,9,transfer,22:50:54,C0124,non-fraudulent,
469,69.98,3,19,tichete,01:43:48,C0076,fraudulent,emitere_noaptea
470,177.87,5,19,numerar,17:59:48,C0199,fraudulent,comerciant_risc
471,39.34,5,19,card,17:50:09,C0196,non-fraudulent,
472,56.03,2,9,card,23:32:24,C0009,non-fraudulent,
473,164.81,7,19,card,17:53:28,C0024,non-fraudulent,
474,216.34,6,19,card,13:39:07,C0019,non-fraudulent,
475,179.96,5,19,tichete,01:58:11,C0178,fraudulent,emitere_noaptea
476,280.39,8,9,tichete,22:08:42,C0085,non-fraudulent,
477,190.19,6,9,numerar,16:19:24,C0173,non-fraudulent,
478,166.35,4,19,tichete,09:36:48,C0026,non-fraudulent,
479,25.41,3,19,tichete,08:31:23,C0193,non-fraudulent,
480,155.31,5,19,numerar,01:56:07,C0096,fraudulent,emitere_noaptea
481,74.75,8,19,tichete,14:19:01,C0116,non-fraudulent,
482,63.26,2,19,card,18:41:09,C0180,non-fraudulent,
483,384.8,8,19,transfer,12:02:06,C0068,non-fraudulent,
484,30.88,5,9,transfer,11:01:00,C0059,non-fraudulent,
485,184.84,7,19,card,22:28:16,C0001,non-fraudulent,
486,33.56,5,9,tichete,12:38:41,C0077,non-fraudulent,
487,179.9,5,19,card,20:00:50,C0054,non-fraudulent,
488,108.68,5,19,transfer,21:28:47,C0145,non-fraudulent,
489,211.39,6,9,numerar,18:37:41,C0178,non-fraudulent,
490,24.43,4,9,transfer,16:01:15,C0003,non-fraudulent,
491,253.85,8,9,numerar,21:09:45,C0075,non-fraudulent,
492,287.8,6,19,numerar,07:08:34,C0074,non-fraudulent,
493,56.73,2,9,transfer,14:36:15,C0079,non-fraudulent,
494,235.77,6,19,tichete,05:35:36,C0107,fraudulent,comerciant_risc
495,196.54,4,9,card,12:47:28,C0197,non-fraudulent,
496,120.1,5,19,tichete,22:45:02,C0051,non-fraudulent,
497,166.94,4,9,numerar,09:58:23,C0111,non-fraudulent,
498,95.28,3,19,tichete,06:29:27,C0079,non-fraudulent,
499,52.06,7,19,card,06:07:56,C0094,non-fraudulent,
500,101.03,13,19,transfer,17:54:54,C0126,non-fraudulent,
501,207.42,6,19,numerar,10:19:55,C0137,non-fraudulent,
502,87.04,3,9,card,03:24:14,C0026,fraudulent,emitere_noaptea
503,35.13,5,19,transfer,20:09:47,C0025,non-fraudulent,
504,74.01,13,19,tichete,04:40:29,C0157,fraudulent,emitere_noaptea
505,373.19,8,19,transfer,10:48:33,C0046,non-fraudulent,
506,138.01,7,9,tichete,15:30:51,C0153,non-fraudulent,
507,367.75,8,9,card,11:09:06,C0042,non-fraudulent,
508,84.95,5,9,tichete,06:07:30,C0098,non-fraudulent,
509,122.79,7,19,tichete,06:23:32,C0022,non-fraudulent,
510,105.59,7,19,numerar,22:06:02,C0160,non-fraudulent,
511,18.67,3,9,tichete,03:03:37,C0169,fraudulent,emitere_noaptea
512,280.01,8,19,transfer,05:33:37,C0074,non-fraudulent,
513,246.55,6,9,tichete,09:47:19,C0121,non-fraudulent,
514,157.75,6,9,numerar,22:42:12,C0100,non-fraudulent,
515,173.5,8,19,tichete,10:52:55,C0136,fraudulent,comerciant_risc
516,122.16,9,19,numerar,14:52:17,C0143,non-fraudulent,
517,381.43,9,9,numerar,19:28:01,C0084,fraudulent,numerar_prea_mare
518,103.25,5,19,numerar,11:49:04,C0157,non-fraudulent,
519,100.28,5,9,numerar,21:18:19,C0127,non-fraudulent,
520,268.45,6,9,tichete,11:25:31,C0066,non-fraudulent,
521,45.02,7,9,card,08:52:10,C0179,non-fraudulent,
522,88.04,4,19,numerar,15:04:10,C0090,non-fraudulent,
523,36.83,7,9,tichete,07:16:25,C0193,non-fraudulent,
524,126.41,7,19,card,18:39:32,C0087,non-fraudulent,
525,126.32,4,9,card,18:29:39,C0065,non-fraudulent,
526,134.76,5,19,transfer,02:13:15,C0096,fraudulent,emitere_noaptea
527,50.43,8,19,tichete,05:00:04,C0190,non-fraudulent,
528,49.15,4,9,transfer,07:26:38,C0059,non-fraudulent,
529,233.39,6,19,numerar,09:58:11,C0021,non-fraudulent,
530,362.39,9,9,transfer,23:15:27,C0035,non-fraudulent,
531,211.28,5,19,numerar,19:50:39,C0053,non-fraudulent,
532,69.97,7,19,card,04:05:38,C0018,fraudulent,emitere_noaptea
533,100.45,5,9,numerar,18:35:44,C0089,non-fraudulent,
534,140.6,6,9,numerar,03:41:12,C0062,fraudulent,emitere_noaptea
535,53.8,6,9,tichete,21:40:35,C0004,non-fraudulent,
536,56.33,6,9,numerar,10:20:33,C0038,non-fraudulent,
537,85.29,4,19,card,01:37:50,C0171,fraudulent,emitere_noaptea
538,128.71,6,19,card,02:19:13,C0127,fraudulent,emitere_noaptea
539,81.11,8,19,card,05:53:33,C0117,non-fraudulent,
540,74.01,3,9,tichete,05:51:23,C0093,non-fraudulent,
541,107.07,8,9,card,13:38:05,C0159,fraudulent,comerciant_risc
542,225.31,5,19,card,09:04:11,C0123,non-fraudulent,
543,197.61,6,19,tichete,19:27:23,C0101,non-fraudulent,
544,59.95,5,9,card,06:54:43,C0170,non-fraudulent,
545,20.19,3,19,transfer,06:19:05,C0187,non-fraudulent,
546,193.53,9,9,tichete,20:27:18,C0175,non-fraudulent,
547,367.86,9,19,card,08:36:08,C0182,non-fraudulent,
548,119.29,5,19,transfer,08:53:52,C0092,non-fraudulent,
549,169.97,8,9,tichete,04:08:31,C0178,fraudulent,emitere_noaptea
550,159.63,6,9,numerar,09:00:39,C0059,non-fraudulent,
551,181.12,7,9,tichete,11:25:04,C0119,non-fraudulent,
552,318.65,7,9,card,00:40:56,C0057,fraudulent,emitere_noaptea
553,61.11,6,19,card,19:27:24,C0199,fraudulent,comerciant_risc
554,189.81,5,9,transfer,05:20:17,C0106,non-fraudulent,
555,280.49,7,9,tichete,17:13:25,C0189,non-fraudulent,
556,222.96,5,19,card,01:11:37,C0085,fraudulent,emitere_noaptea
557,132.66,4,9,tichete,02:45:38,C0101,fraudulent,emitere_noaptea
558,36.85,7,19,numerar,05:33:07,C0029,non-fraudulent,
559,76.26,3,19,transfer,18:32:50,C0084,non-fraudulent,
560,53.04,5,9,card,10:01:38,C0177,non-fraudulent,
561,80.97,6,9,card,05:35:17,C0049,non-fraudulent,
562,138.68,5,19,numerar,08:12:19,C0186,non-fraudulent,
563,229.81,8,19,numerar,14:59:40,C0098,non-fraudulent,
564,68.99,7,9,transfer,08:24:43,C0131,non-fraudulent,
565,117.42,9,9,card,01:53:27,C0134,fraudulent,emitere_noaptea
566,28.35,5,19,numerar,01:39:37,C0018,fraudulent,emitere_noaptea
567,81.97,5,9,transfer,19:29:06,C0105,non-fraudulent,
568,107.33,3,19,transfer,17:20:21,C0044,non-fraudulent,
569,97.22,4,9,transfer,10:52:05,C0136,fraudulent,comerciant_risc
570,81.79,7,19,transfer,13:16:47,C0015,non-fraudulent,
571,173.91,6,19,numerar,11:02:18,C0174,non-fraudulent,
572,140.58,3,19,transfer,09:03:48,C0161,non-fraudulent,
573,192.55,8,19,tichete,01:12:10,C0108,fraudulent,emitere_noaptea
574,20.32,4,19,numerar,19:59:45,C0069,non-fraudulent,
575,167.28,4,19,card,00:38:17,C0016,fraudulent,emitere_noaptea;comerciant_risc
576,288.34,7,19,numerar,13:34:03,C0130,non-fraudulent,
577,153.64,7,9,tichete,12:43:17,C0199,fraudulent,comerciant_risc
578,315.47,7,19,transfer,22:16:07,C0041,non-fraudulent,
579,235.24,8,19,numerar,19:02:29,C0137,non-fraudulent,
580,212.2,7,9,tichete,13:02:58,C0171,non-fraudulent,
581,84.19,8,19,numerar,18:42:24,C0178,non-fraudulent,
582,229.35,6,9,card,01:27:42,C0005,fraudulent,emitere_noaptea
583,160.79,4,9,numerar,13:50:11,C0199,fraudulent,comerciant_risc
584,37.41,2,9,transfer,09:55:12,C0003,non-fraudulent,
585,406.14,10,19,tichete,20:19:24,C0157,non-fraudulent,
586,145.65,8,19,tichete,04:05:46,C0152,fraudulent,emitere_noaptea
587,376.08,8,9,tichete,06:41:14,C0166,non-fraudulent,
588,122.14,8,9,tichete,00:40:18,C0111,fraudulent,emitere_noaptea
589,209.13,5,19,card,10:10:58,C0154,fraudulent,comerciant_risc
590,36.17,3,9,transfer,21:06:29,C0027,non-fraudulent,
591,321.97,9,19,transfer,13:35:00,C0068,non-fraudulent,
592,110.11,5,9,tichete,10:18:35,C0119,non-fraudulent,
593,145.25,4,19,numerar,00:51:53,C0181,fraudulent,emitere_noaptea
594,175.23,6,19,transfer,19:00:31,C0132,fraudulent,comerciant_risc
595,42.72,4,9,card,23:06:45,C0191,non-fraudulent,
596,134.28,5,19,transfer,12:17:33,C0020,non-fraudulent,
597,332.08,8,19,tichete,02:19:23,C0051,fraudulent,emitere_noaptea
598,448.17,9,9,transfer,11:45:25,C0018,non-fraudulent,
599,50.49,7,19,numerar,03:00:43,C0004,fraudulent,emitere_noaptea
600,174.33,4,19,transfer,13:41:12,C0025,non-fraudulent,
601,314.77,9,19,transfer,09:43:16,C0005,non-fraudulent,
602,288.34,6,19,tichete,11:14:02,C0085,non-fraudulent,
603,20.08,3,9,tichete,00:51:32,C0043,fraudulent,emitere_noaptea
604,197.6,5,9,numerar,05:49:45,C0113,non-fraudulent,
605,326.14,11,19,tichete,15:36:32,C0097,non-fraudulent,
606,189.96,9,9,tichete,05:41:20,C0185,non-fraudulent,
607,63.39,4,9,transfer,16:08:54,C0112,non-fraudulent,
608,97.64,7,19,numerar,05:47:21,C0104,non-fraudulent,
609,187.69,5,19,numerar,20:36:10,C0048,non-fraudulent,
610,32.26,4,9,tichete,03:35:47,C0190,fraudulent,emitere_noaptea
611,50.92,8,9,numerar,18:38:52,C0108,non-fraudulent,
612,416.02,9,19,tichete,02:26:56,C0025,fraudulent,emitere_noaptea
613,340.03,9,9,card,07:24:40,C0125,non-fraudulent,
614,139.99,5,9,card,10:45:37,C0054,non-fraudulent,
615,89.05,3,19,numerar,06:56:56,C0130,non-fraudulent,
616,83.03,3,9,tichete,01:57:38,C0197,fraudulent,emitere_noaptea
617,13.71,1,9,tichete,13:53:46,C0091,non-fraudulent,
618,192.64,6,19,card,16:50:20,C0178,non-fraudulent,
619,175.14,4,9,tichete,11:48:00,C0168,non-fraudulent,
620,115.16,5,19,numerar,04:59:27,C0183,fraudulent,emitere_noaptea
621,133.51,5,19,tichete,21:29:06,C0139,non-fraudulent,
622,373.02,9,19,transfer,03:28:52,C0012,fraudulent,emitere_noaptea
623,198.8,4,9,numerar,18:41:29,C0016,fraudulent,comerciant_risc
624,284.62,7,9,transfer,07:52:55,C0044,non-fraudulent,
625,210.13,5,19,transfer,10:09:34,C0033,non-fraudulent,
626,146.73,3,9,tichete,09:37:20,C0105,non-fraudulent,
627,244.6,6,9,card,12:14:46,C0049,non-fraudulent,
628,245.29,6,9,transfer,05:53:26,C0156,non-fraudulent,
629,88.98,3,9,numerar,21:01:45,C0064,non-fraudulent,
630,73.54,5,9,tichete,13:51:01,C0088,non-fraudulent,
631,172.08,9,9,card,22:59:37,C0167,non-fraudulent,
632,73.08,4,19,numerar,05:19:35,C0169,non-fraudulent,
633,429.82,9,19,transfer,04:47:01,C0049,fraudulent,emitere_noaptea
634,77.29,7,9,transfer,23:34:34,C0062,non-fraudulent,
635,177.65,6,9,card,15:42:12,C0166,non-fraudulent,
636,75.4,6,9,card,23:24:34,C0176,non-fraudulent,
637,124.36,4,9,transfer,12:30:26,C0105,non-fraudulent,
638,71.87,6,19,card,23:58:01,C0088,non-fraudulent,
639,237.99,5,9,card,02:00:13,C0159,fraudulent,emitere_noaptea;comerciant_risc
640,147.8,6,19,numerar,09:02:37,C0036,non-fraudulent,
641,48.73,6,19,card,08:42:25,C0154,fraudulent,comerciant_risc
642,255.33,9,9,numerar,19:13:44,C0136,fraudulent,comerciant_risc
643,42.02,7,19,card,09:20:59,C0038,non-fraudulent,
644,33.62,4,19,numerar,11:26:34,C0033,non-fraudulent,
645,317.78,10,9,transfer,12:52:06,C0084,non-fraudulent,
646,35.49,3,9,card,19:45:48,C0122,non-fraudulent,
647,325.17,8,19,card,09:03:46,C0176,non-fraudulent,
648,40.62,7,19,tichete,09:00:48,C0005,non-fraudulent,
649,318.72,8,9,transfer,00:52:23,C0108,fraudulent,emitere_noaptea
650,105.04,4,19,tichete,04:28:51,C0185,fraudulent,emitere_noaptea
651,205.75,7,19,tichete,15:07:27,C0122,non-fraudulent,
652,129.12,4,9,numerar,14:01:42,C0193,non-fraudulent,
653,238.9,6,19,transfer,12:15:50,C0025,non-fraudulent,
654,265.16,6,9,card,04:09:56,C0198,fraudulent,emitere_noaptea
655,107.14,8,9,card,19:12:49,C0150,non-fraudulent,
656,328.33,9,9,transfer,04:23:52,C0127,fraudulent,emitere_noaptea
657,232.13,8,9,card,17:21:39,C0007,non-fraudulent,
658,109.64,14,19,transfer,23:44:05,C0070,non-fraudulent,
659,103.86,9,9,transfer,11:05:25,C0144,non-fraudulent,
660,433.15,9,19,numerar,23:47:05,C0155,fraudulent,numerar_prea_mare
661,196.22,4,9,card,08:45:00,C0100,non-fraudulent,
662,130.66,4,9,tichete,09:14:48,C0036,non-fraudulent,
663,75.22,4,9,transfer,05:21:30,C0133,non-fraudulent,
664,79.3,7,19,transfer,22:58:50,C0106,non-fraudulent,
665,171.24,5,9,card,08:29:17,C0128,non-fraudulent,
666,181.01,7,9,numerar,01:16:13,C0005,fraudulent,emitere_noaptea
667,112.58,8,19,card,08:24:36,C0168,non-fraudulent,
668,68.14,5,19,transfer,13:07:16,C0021,non-fraudulent,
669,141.76,3,9,transfer,00:20:16,C0131,fraudulent,emitere_noaptea
670,220.26,6,19,numerar,14:03:21,C0052,non-fraudulent,
671,124.25,4,19,card,16:25:48,C0040,non-fraudulent,
672,97.66,3,9,card,12:48:13,C0152,non-fraudulent,
673,380.89,8,19,transfer,02:31:57,C0015,fraudulent,emitere_noaptea
674,46.23,4,9,card,23:36:14,C0164,non-fraudulent,
675,231.0,5,9,transfer,13:21:30,C0168,non-fraudulent,
676,352.03,9,9,card,01:54:19,C0187,fraudulent,emitere_noaptea
677,216.62,7,19,card,04:37:34,C0190,fraudulent,emitere_noaptea
678,48.0,2,19,tichete,10:26:33,C0141,non-fraudulent,
679,287.79,7,9,tichete,19:58:25,C0001,non-fraudulent,
680,62.82,5,19,transfer,17:17:31,C0128,non-fraudulent,
681,52.21,5,9,numerar,07:03:40,C0124,non-fraudulent,
682,410.52,9,9,numerar,05:13:37,C0071,fraudulent,numerar_prea_mare
683,137.06,6,19,numerar,22:45:42,C0116,non-fraudulent,
684,129.77,5,19,numerar,06:18:07,C0131,non-fraudulent,
685,148.32,6,9,card,03:18:43,C0029,fraudulent,emitere_noaptea
686,53.24,7,9,card,08:05:32,C0010,fraudulent,comerciant_risc
687,205.06,5,19,transfer,16:40:30,C0081,non-fraudulent,
688,10.14,2,9,card,19:42:06,C0119,non-fraudulent,
689,376.68,8,19,card,17:41:28,C0007,non-fraudulent,
690,245.9,12,19,tichete,23:01:41,C0040,non-fraudulent,
691,76.12,4,9,card,08:06:19,C0042,non-fraudulent,
692,142.31,5,19,tichete,02:18:18,C0151,fraudulent,emitere_noaptea
693,155.0,7,19,transfer,22:30:32,C0071,non-fraudulent,
694,193.46,5,19,transfer,21:07:44,C0115,non-fraudulent,
695,187.43,5,19,numerar,10:33:11,C0013,non-fraudulent,
696,83.08,9,9,numerar,08:54:08,C0171,non-fraudulent,
697,138.01,6,19,tichete,15:10:11,C0148,non-fraudulent,
698,35.42,6,19,card,18:55:58,C0008,non-fraudulent,
699,345.86,11,9,card,21:52:54,C0163,non-fraudulent,
700,211.1,5,19,card,00:16:35,C0144,fraudulent,emitere_noaptea
701,490.09,10,19,tichete,19:50:32,C0119,non-fraudulent,
702,190.86,6,9,tichete,18:47:47,C0062,non-fraudulent,
703,191.24,8,9,transfer,09:05:28,C0084,non-fraudulent,
704,287.95,9,19,numerar,23:11:10,C0045,non-fraudulent,
705,37.37,3,9,numerar,12:20:39,C0112,non-fraudulent,
706,132.39,8,19,transfer,08:40:57,C0063,non-fraudulent,
707,196.98,5,9,transfer,16:53:52,C0015,non-fraudulent,
708,143.59,3,9,transfer,03:27:42,C0100,fraudulent,emitere_noaptea
709,145.44,4,19,transfer,09:30:30,C0017,non-fraudulent,
710,83.0,4,9,tichete,15:45:36,C0132,fraudulent,comerciant_risc
711,205.66,6,9,transfer,00:39:12,C0107,fraudulent,emitere_noaptea;comerciant_risc
712,307.16,7,9,transfer,23:01:23,C0152,non-fraudulent,
713,45.81,4,19,transfer,02:28:29,C0096,fraudulent,emitere_noaptea
714,81.85,5,9,tichete,06:14:08,C0131,non-fraudulent,
715,111.68,4,19,tichete,00:52:00,C0045,fraudulent,emitere_noaptea
716,75.78,8,9,numerar,14:03:43,C0156,non-fraudulent,
717,168.82,5,19,transfer,12:00:54,C0048,non-fraudulent,
718,284.74,9,19,numerar,17:05:42,C0200,non-fraudulent,
719,139.98,3,9,numerar,05:19:45,C0142,non-fraudulent,
720,214.7,6,19,card,12:21:45,C0188,non-fraudulent,
721,356.79,9,9,numerar,18:56:50,C0120,fraudulent,numerar_prea_mare
722,106.78,5,19,transfer,03:01:48,C0068,fraudulent,emitere_noaptea
723,131.32,3,19,numerar,17:39:09,C0183,non-fraudulent,
724,131.75,6,9,card,00:31:42,C0038,fraudulent,emitere_noaptea
725,54.21,4,19,tichete,12:59:34,C0057,non-fraudulent,
726,145.89,6,9,transfer,04:04:29,C0166,fraudulent,emitere_noaptea
727,163.31,4,19,numerar,07:00:20,C0150,non-fraudulent,
728,244.24,7,9,card,21:52:20,C0175,non-fraudulent,
729,72.04,6,9,transfer,16:30:22,C0044,non-fraudulent,
730,86.14,11,19,transfer,11:07:44,C0125,non-fraudulent,
731,39.68,7,19,transfer,09:16:41,C0015,non-fraudulent,
732,114.42,4,9,numerar,14:52:48,C0164,non-fraudulent,
733,247.44,7,19,card,04:50:07,C0147,fraudulent,emitere_noaptea
734,88.24,5,9,transfer,03:10:23,C0177,fraudulent,emitere_noaptea
735,247.9,8,19,tichete,18:09:12,C0103,non-fraudulent,
736,101.54,5,19,tichete,05:27:17,C0188,non-fraudulent,
737,105.2,5,9,tichete,14:04:51,C0191,non-fraudulent,
738,341.94,7,19,numerar,05:15:03,C0192,fraudulent,numerar_prea_mare
739,31.48,4,9,card,13:41:19,C0123,non-fraudulent,
740,49.78,4,19,transfer,05:24:10,C0102,non-fraudulent,
741,194.25,5,9,numerar,05:42:40,C0190,non-fraudulent,
742,159.19,5,19,card,02:53:43,C0050,fraudulent,emitere_noaptea
743,96.43,4,9,transfer,09:47:43,C0109,non-fraudulent,
744,306.52,8,9,card,15:57:01,C0003,non-fraudulent,
745,52.67,8,9,card,03:18:11,C0077,fraudulent,emitere_noaptea
746,12.1,2,19,transfer,00:14:40,C0009,fraudulent,emitere_noaptea
747,103.38,3,9,card,05:22:52,C0012,non-fraudulent,
748,86.34,6,19,transfer,17:17:15,C0188,non-fraudulent,
749,288.45,6,19,numerar,13:24:06,C0081,non-fraudulent,
750,97.13,4,9,transfer,15:19:47,C0113,non-fraudulent,
751,371.03,8,19,card,02:42:26,C0197,fraudulent,emitere_noaptea
752,397.65,8,19,tichete,06:12:49,C0193,non-fraudulent,
753,145.77,8,9,transfer,15:57:34,C0013,non-fraudulent,
754,162.64,6,19,tichete,14:49:00,C0156,non-fraudulent,
755,166.82,4,9,tichete,21:30:24,C0121,non-fraudulent,
756,296.65,7,19,transfer,05:15:59,C0164,non-fraudulent,
757,340.84,8,9,card,06:37:41,C0004,non-fraudulent,
758,281.06,6,9,numerar,09:40:02,C0027,non-fraudulent,
759,61.19,2,19,transfer,14:01:52,C0155,non-fraudulent,
760,168.86,4,19,numerar,03:48:23,C0128,fraudulent,emitere_noaptea
761,173.13,6,9,card,16:53:49,C0140,non-fraudulent,
762,319.9,7,9,tichete,20:37:01,C0096,non-fraudulent,
763,55.17,4,9,card,02:31:57,C0045,fraudulent,emitere_noaptea
764,162.81,7,19,card,06:11:31,C0126,non-fraudulent,
765,51.94,3,19,transfer,13:59:32,C0101,non-fraudulent,
766,410.58,9,9,card,14:57:20,C0189,non-fraudulent,
767,144.04,4,19,card,04:08:19,C0147,fraudulent,emitere_noaptea
768,72.19,4,19,card,13:09:35,C0144,non-fraudulent,
769,47.82,9,19,card,21:37:54,C0021,non-fraudulent,
770,298.6,6,9,card,00:44:34,C0076,fraudulent,emitere_noaptea
771,286.43,6,19,card,21:25:33,C0092,non-fraudulent,
772,118.58,6,9,card,18:33:32,C0056,non-fraudulent,
773,307.37,7,9,transfer,02:12:44,C0013,fraudulent,emitere_noaptea
774,157.1,6,19,transfer,08:39:59,C0135,non-fraudulent,
775,286.2,7,19,transfer,13:05:24,C0181,non-fraudulent,
776,182.08,7,9,tichete,08:35:43,C0093,non-fraudulent,
777,267.85,7,19,transfer,15:40:29,C0157,non-fraudulent,
778,76.42,4,19,numerar,01:53:43,C0161,fraudulent,emitere_noaptea
779,119.0,4,9,card,23:37:39,C0085,non-fraudulent,
780,424.66,9,19,card,04:02:00,C0013,fraudulent,emitere_noaptea
781,392.64,10,9,card,22:32:58,C0099,non-fraudulent,
782,463.82,12,9,numerar,01:49:42,C0077,fraudulent,emitere_noaptea;numerar_prea_mare
783,76.86,9,9,tichete,09:09:23,C0002,non-fraudulent,
784,129.31,8,19,transfer,08:19:53,C0018,non-fraudulent,
785,83.47,5,19,numerar,06:00:46,C0195,non-fraudulent,
786,70.92,5,9,transfer,01:04:17,C0008,fraudulent,emitere_noaptea
787,121.98,3,9,transfer,13:51:02,C0034,non-fraudulent,
788,17.74,3,19,numerar,02:06:46,C0029,fraudulent,emitere_noaptea
789,52.62,5,9,card,23:41:43,C0003,non-fraudulent,
790,221.33,6,9,tichete,20:46:09,C0187,non-fraudulent,
